center_x,center_y,pitch,roll
22,79,2.141875602712167,0.2989993099384335
22,79,2.220446049250313e-16,-0.04999999999999999
22,79,0.396875,-0.04999999999999999
22,79,0.396875,-0.04999999999999999
21,79,0.396875,-0.04499999999999999
21,79,0.396875,-0.04499999999999999
21,79,0.396875,-0.04499999999999999
22,78,0.39375,-0.04999999999999999
24,79,0.396875,-0.06
25,79,0.396875,-0.065
25,80,0.4,-0.065
24,80,0.4,-0.06
23,80,0.4,-0.055
23,80,0.4,-0.055
22,81,0.40312499999999996,-0.04999999999999999
22,81,0.40312499999999996,-0.04999999999999999
22,81,0.40312499999999996,-0.04999999999999999
22,81,0.40312499999999996,-0.04999999999999999
22,81,0.40312499999999996,-0.04999999999999999
31,57,0.328125,-0.09500000000000001
31,57,0.328125,-0.09500000000000001
36,39,0.271875,-0.11999999999999998
36,39,0.271875,-0.11999999999999998
37,39,0.271875,-0.125
40,25,0.228125,-0.13999999999999999
44,13,0.190625,-0.15999999999999995
47,6,0.16874999999999998,-0.17499999999999996
50,1,0.15312499999999998,-0.18999999999999997
51,1,0.15312499999999998,-0.19499999999999998
51,1,0.15312499999999998,-0.19499999999999998
51,1,0.15312499999999998,-0.19499999999999998
51,1,0.15312499999999998,-0.19499999999999998
51,1,0.15312499999999998,-0.19499999999999998
51,1,0.15312499999999998,-0.19499999999999998
51,1,0.15312499999999998,-0.19499999999999998
51,1,0.15312499999999998,-0.19499999999999998
51,1,0.15312499999999998,-0.19499999999999998
51,1,0.15312499999999998,-0.19499999999999998
51,2,0.15625,-0.19499999999999998
51,2,0.15625,-0.19499999999999998
51,2,0.15625,-0.19499999999999998
51,2,0.15625,-0.19499999999999998
51,2,0.15625,-0.19499999999999998
51,2,0.15625,-0.19499999999999998
51,2,0.15625,-0.19499999999999998
51,2,0.15625,-0.19499999999999998
51,2,0.15625,-0.19499999999999998
51,2,0.15625,-0.19499999999999998
51,2,0.15625,-0.19499999999999998
51,2,0.15625,-0.19499999999999998
51,2,0.15625,-0.19499999999999998
51,2,0.15625,-0.19499999999999998
51,2,0.15625,-0.19499999999999998
51,2,0.15625,-0.19499999999999998
51,2,0.15625,-0.19499999999999998
51,2,0.15625,-0.19499999999999998
51,2,0.15625,-0.19499999999999998
51,2,0.15625,-0.19499999999999998
51,2,0.15625,-0.19499999999999998
51,2,0.15625,-0.19499999999999998
51,2,0.15625,-0.19499999999999998
51,2,0.15625,-0.19499999999999998
51,2,0.15625,-0.19499999999999998
51,2,0.15625,-0.19499999999999998
51,2,0.15625,-0.19499999999999998
51,2,0.15625,-0.19499999999999998
49,6,0.16874999999999998,-0.185
49,6,0.16874999999999998,-0.185
45,14,0.19374999999999998,-0.165
45,15,0.196875,-0.165
45,15,0.196875,-0.165
43,24,0.22499999999999998,-0.15499999999999997
42,25,0.228125,-0.14999999999999997
41,26,0.23125,-0.145
39,39,0.271875,-0.135
39,38,0.26875,-0.135
38,39,0.271875,-0.12999999999999998
31,59,0.334375,-0.09500000000000001
32,58,0.33125,-0.09999999999999999
32,57,0.328125,-0.09999999999999999
33,57,0.328125,-0.10500000000000001
33,57,0.328125,-0.10500000000000001
33,57,0.328125,-0.10500000000000001
33,57,0.328125,-0.10500000000000001
33,57,0.328125,-0.10500000000000001
31,56,0.32499999999999996,-0.09500000000000001
30,56,0.32499999999999996,-0.09
28,56,0.32499999999999996,-0.08
27,56,0.32499999999999996,-0.075
27,56,0.32499999999999996,-0.075
25,56,0.32499999999999996,-0.065
24,56,0.32499999999999996,-0.06
24,56,0.32499999999999996,-0.06
22,56,0.32499999999999996,-0.04999999999999999
21,56,0.32499999999999996,-0.04499999999999999
21,56,0.32499999999999996,-0.04499999999999999
20,56,0.32499999999999996,-0.03999999999999999
23,55,0.321875,-0.055
24,55,0.321875,-0.06
24,55,0.321875,-0.06
25,55,0.321875,-0.065
26,55,0.321875,-0.06999999999999999
26,55,0.321875,-0.06999999999999999
27,55,0.321875,-0.075
27,55,0.321875,-0.075
28,55,0.321875,-0.08
28,55,0.321875,-0.08
29,55,0.321875,-0.08499999999999999
29,55,0.321875,-0.08499999999999999
30,55,0.321875,-0.09
30,55,0.321875,-0.09
31,55,0.321875,-0.09500000000000001
31,55,0.321875,-0.09500000000000001
32,55,0.321875,-0.09999999999999999
28,56,0.32499999999999996,-0.08
27,56,0.32499999999999996,-0.075
26,56,0.32499999999999996,-0.06999999999999999
25,56,0.32499999999999996,-0.065
29,56,0.32499999999999996,-0.08499999999999999
31,56,0.32499999999999996,-0.09500000000000001
34,56,0.32499999999999996,-0.10999999999999999
37,56,0.32499999999999996,-0.125
37,56,0.32499999999999996,-0.125
42,56,0.32499999999999996,-0.14999999999999997
43,56,0.32499999999999996,-0.15499999999999997
46,56,0.32499999999999996,-0.16999999999999998
49,56,0.32499999999999996,-0.185
52,56,0.32499999999999996,-0.2
54,56,0.32499999999999996,-0.21
55,56,0.32499999999999996,-0.21499999999999997
58,56,0.32499999999999996,-0.22999999999999998
61,56,0.32499999999999996,-0.245
64,56,0.32499999999999996,-0.26
67,57,0.328125,-0.275
70,57,0.328125,-0.29000000000000004
73,57,0.328125,-0.305
76,57,0.328125,-0.32
79,57,0.328125,-0.32
82,57,0.328125,-0.335
85,57,0.328125,-0.335
88,57,0.328125,-0.3499999999999999
91,57,0.328125,-0.35000000000000003
94,57,0.328125,-0.36499999999999994
98,57,0.328125,-0.37000000000000005
98,57,0.328125,-0.36499999999999994
98,57,0.328125,-0.37000000000000005
99,57,0.328125,-0.36999999999999994
94,57,0.328125,-0.34500000000000003
93,57,0.328125,-0.365
92,57,0.328125,-0.34
92,57,0.328125,-0.365
88,57,0.328125,-0.31999999999999995
87,57,0.328125,-0.36000000000000004
82,57,0.328125,-0.295
81,57,0.328125,-0.34500000000000003
79,57,0.328125,-0.285
76,57,0.328125,-0.32
74,57,0.328125,-0.27499999999999997
72,57,0.328125,-0.3
71,57,0.328125,-0.295
52,66,0.35624999999999996,-0.2
66,57,0.328125,-0.27
66,57,0.328125,-0.27
66,57,0.328125,-0.27
66,56,0.32499999999999996,-0.27
66,56,0.32499999999999996,-0.27
61,81,0.40312499999999996,-0.245
62,81,0.40312499999999996,-0.25000000000000006
62,81,0.40312499999999996,-0.25000000000000006
63,81,0.40312499999999996,-0.255
63,81,0.40312499999999996,-0.255
63,81,0.40312499999999996,-0.255
63,81,0.40312499999999996,-0.255
63,81,0.40312499999999996,-0.255
63,81,0.40312499999999996,-0.255
63,81,0.40312499999999996,-0.255
63,82,0.40625,-0.255
63,82,0.40625,-0.255
63,82,0.40625,-0.255
63,82,0.40625,-0.255
63,82,0.40625,-0.255
63,82,0.40625,-0.255
67,79,0.396875,-0.275
68,78,0.39375,-0.27999999999999997
68,78,0.39375,-0.27999999999999997
70,79,0.396875,-0.29000000000000004
73,79,0.396875,-0.305
76,79,0.396875,-0.32
77,79,0.396875,-0.31
80,79,0.396875,-0.33499999999999996
85,79,0.396875,-0.3350000000000001
86,79,0.396875,-0.3399999999999999
89,79,0.396875,-0.3500000000000001
93,79,0.396875,-0.35999999999999993
96,79,0.396875,-0.3650000000000001
97,79,0.396875,-0.3649999999999999
97,79,0.396875,-0.3650000000000001
92,79,0.396875,-0.3399999999999999
91,79,0.396875,-0.36000000000000004
90,79,0.396875,-0.33499999999999996
90,79,0.396875,-0.36000000000000004
85,79,0.396875,-0.31
85,79,0.396875,-0.36000000000000004
82,79,0.396875,-0.295
79,79,0.396875,-0.335
76,79,0.396875,-0.27999999999999997
70,80,0.4,-0.29000000000000004
67,80,0.4,-0.275
64,81,0.40312499999999996,-0.26
61,81,0.40312499999999996,-0.245
58,82,0.40625,-0.22999999999999998
55,82,0.40625,-0.21499999999999997
52,82,0.40625,-0.2
48,82,0.40625,-0.18000000000000002
45,82,0.40625,-0.165
41,82,0.40625,-0.145
38,82,0.40625,-0.12999999999999998
34,82,0.40625,-0.10999999999999999
31,83,0.40937500000000004,-0.09500000000000001
27,82,0.40625,-0.075
26,81,0.40312499999999996,-0.06999999999999999
23,81,0.40312499999999996,-0.055
20,82,0.40625,-0.03999999999999999
19,81,0.40312499999999996,-0.03499999999999999
18,80,0.4,-0.029999999999999992
22,79,0.396875,-0.04999999999999999
22,79,0.396875,-0.04999999999999999
23,79,0.396875,-0.055
23,79,0.396875,-0.055
24,79,0.396875,-0.06
24,79,0.396875,-0.06
25,79,0.396875,-0.065
25,79,0.396875,-0.065
26,79,0.396875,-0.06999999999999999
27,79,0.396875,-0.075
27,79,0.396875,-0.075
29,57,0.328125,-0.08499999999999999
30,57,0.328125,-0.09
34,39,0.271875,-0.10999999999999999
34,39,0.271875,-0.10999999999999999
34,39,0.271875,-0.10999999999999999
34,39,0.271875,-0.10999999999999999
34,39,0.271875,-0.10999999999999999
34,38,0.26875,-0.10999999999999999
34,38,0.26875,-0.10999999999999999
34,38,0.26875,-0.10999999999999999
34,38,0.26875,-0.10999999999999999
34,38,0.26875,-0.10999999999999999
32,39,0.271875,-0.09999999999999999
32,39,0.271875,-0.09999999999999999
31,39,0.271875,-0.09500000000000001
30,38,0.26875,-0.09
28,38,0.26875,-0.08
26,38,0.26875,-0.06999999999999999
25,38,0.26875,-0.065
25,38,0.26875,-0.065
24,38,0.26875,-0.06
23,38,0.26875,-0.055
23,38,0.26875,-0.055
25,38,0.26875,-0.065
26,38,0.26875,-0.06999999999999999
26,38,0.26875,-0.06999999999999999
27,38,0.26875,-0.075
28,38,0.26875,-0.08
30,39,0.271875,-0.09
33,39,0.271875,-0.10500000000000001
33,39,0.271875,-0.10500000000000001
36,39,0.271875,-0.11999999999999998
38,39,0.271875,-0.12999999999999998
41,39,0.271875,-0.145
44,39,0.271875,-0.15999999999999995
47,39,0.271875,-0.17499999999999996
49,39,0.271875,-0.185
52,39,0.271875,-0.2
52,39,0.271875,-0.2
57,39,0.271875,-0.22499999999999998
58,39,0.271875,-0.22999999999999998
60,39,0.271875,-0.24
63,39,0.271875,-0.255
66,39,0.271875,-0.27
66,39,0.271875,-0.27
71,39,0.271875,-0.295
72,39,0.271875,-0.3
74,39,0.271875,-0.31
77,39,0.271875,-0.315
79,39,0.271875,-0.32
82,39,0.271875,-0.33
83,39,0.271875,-0.32499999999999996
83,39,0.271875,-0.33
83,39,0.271875,-0.32499999999999996
83,39,0.271875,-0.33
82,25,0.228125,-0.32
82,25,0.228125,-0.33
82,25,0.228125,-0.32
82,14,0.19374999999999998,-0.33
82,14,0.19374999999999998,-0.32
82,13,0.190625,-0.33
82,13,0.190625,-0.32
82,13,0.190625,-0.33
82,13,0.190625,-0.32
82,26,0.23125,-0.33
82,26,0.23125,-0.32
82,26,0.23125,-0.33
82,26,0.23125,-0.32
82,26,0.23125,-0.33
82,40,0.275,-0.32
82,40,0.275,-0.33
82,40,0.275,-0.32
82,57,0.328125,-0.33
82,57,0.328125,-0.32
82,57,0.328125,-0.33
82,80,0.4,-0.32
82,80,0.4,-0.33
82,80,0.4,-0.32
82,80,0.4,-0.33
82,80,0.4,-0.32
82,80,0.4,-0.33
82,81,0.40312499999999996,-0.32
82,81,0.40312499999999996,-0.33
82,81,0.40312499999999996,-0.32
82,81,0.40312499999999996,-0.33
82,81,0.40312499999999996,-0.32
82,81,0.40312499999999996,-0.33
79,79,0.396875,-0.305
79,78,0.39375,-0.335
78,78,0.39375,-0.3
77,79,0.396875,-0.325
74,80,0.4,-0.285
70,80,0.4,-0.29000000000000004
68,81,0.40312499999999996,-0.27999999999999997
67,80,0.4,-0.275
62,82,0.40625,-0.25000000000000006
61,81,0.40312499999999996,-0.245
55,82,0.40625,-0.21499999999999997
52,82,0.40625,-0.2
51,82,0.40625,-0.19499999999999998
48,82,0.40625,-0.18000000000000002
44,82,0.40625,-0.15999999999999995
41,82,0.40625,-0.145
38,82,0.40625,-0.12999999999999998
37,81,0.40312499999999996,-0.125
36,81,0.40312499999999996,-0.11999999999999998
35,80,0.4,-0.115
34,80,0.4,-0.10999999999999999
34,80,0.4,-0.10999999999999999
33,80,0.4,-0.10500000000000001
32,80,0.4,-0.09999999999999999
40,57,0.328125,-0.13999999999999999
40,57,0.328125,-0.13999999999999999
41,56,0.32499999999999996,-0.145
45,39,0.271875,-0.165
45,39,0.271875,-0.165
48,25,0.228125,-0.18000000000000002
48,25,0.228125,-0.18000000000000002
49,25,0.228125,-0.185
51,14,0.19374999999999998,-0.19499999999999998
51,13,0.190625,-0.19499999999999998
52,13,0.190625,-0.2
52,13,0.190625,-0.2
52,13,0.190625,-0.2
52,13,0.190625,-0.2
52,13,0.190625,-0.2
53,13,0.190625,-0.205
50,14,0.19374999999999998,-0.18999999999999997
50,14,0.19374999999999998,-0.18999999999999997
50,15,0.196875,-0.18999999999999997
49,14,0.19374999999999998,-0.185
48,14,0.19374999999999998,-0.18000000000000002
46,15,0.196875,-0.16999999999999998
46,14,0.19374999999999998,-0.16999999999999998
46,14,0.19374999999999998,-0.16999999999999998
46,14,0.19374999999999998,-0.16999999999999998
46,14,0.19374999999999998,-0.16999999999999998
46,14,0.19374999999999998,-0.16999999999999998
47,14,0.19374999999999998,-0.17499999999999996
48,14,0.19374999999999998,-0.18000000000000002
48,14,0.19374999999999998,-0.18000000000000002
49,14,0.19374999999999998,-0.185
51,13,0.190625,-0.19499999999999998
53,13,0.190625,-0.205
55,13,0.190625,-0.21499999999999997
58,13,0.190625,-0.22999999999999998
60,13,0.190625,-0.24
62,13,0.190625,-0.25000000000000006
64,13,0.190625,-0.26
67,13,0.190625,-0.275
69,14,0.19374999999999998,-0.285
71,13,0.190625,-0.295
72,14,0.19374999999999998,-0.3
76,14,0.19374999999999998,-0.32
76,14,0.19374999999999998,-0.3
78,14,0.19374999999999998,-0.33
80,13,0.190625,-0.30999999999999994
82,14,0.19374999999999998,-0.35000000000000003
83,14,0.19374999999999998,-0.3149999999999999
87,14,0.19374999999999998,-0.37000000000000005
89,14,0.19374999999999998,-0.3249999999999999
89,14,0.19374999999999998,-0.37000000000000005
93,14,0.19374999999999998,-0.3449999999999999
94,14,0.19374999999999998,-0.375
96,14,0.19374999999999998,-0.355
98,14,0.19374999999999998,-0.38499999999999995
100,14,0.19374999999999998,-0.365
103,14,0.19374999999999998,-0.3999999999999999
105,14,0.19374999999999998,-0.375
107,14,0.19374999999999998,-0.41
109,14,0.19374999999999998,-0.38499999999999995
112,14,0.19374999999999998,-0.425
114,14,0.19374999999999998,-0.39499999999999996
116,14,0.19374999999999998,-0.435
118,14,0.19374999999999998,-0.40499999999999986
121,14,0.19374999999999998,-0.45
121,14,0.19374999999999998,-0.40499999999999986
121,14,0.19374999999999998,-0.45
121,14,0.19374999999999998,-0.40499999999999986
122,14,0.19374999999999998,-0.455
122,14,0.19374999999999998,-0.40499999999999986
122,14,0.19374999999999998,-0.455
124,26,0.23125,-0.415
124,26,0.23125,-0.455
124,26,0.23125,-0.415
129,40,0.275,-0.4799999999999999
129,40,0.275,-0.415
129,40,0.275,-0.4799999999999999
134,58,0.33125,-0.44
134,58,0.33125,-0.4799999999999999
134,58,0.33125,-0.44
134,58,0.33125,-0.4799999999999999
141,80,0.4,-0.4749999999999999
141,80,0.4,-0.4799999999999999
142,81,0.40312499999999996,-0.4799999999999999
142,81,0.40312499999999996,-0.4799999999999999
145,105,0.478125,-0.49499999999999994
145,105,0.478125,-0.4799999999999999
145,105,0.478125,-0.49499999999999994
145,105,0.478125,-0.4799999999999999
145,105,0.478125,-0.49499999999999994
145,106,0.48124999999999996,-0.4799999999999999
145,106,0.48124999999999996,-0.49499999999999994
141,80,0.4,-0.4599999999999999
141,80,0.4,-0.49499999999999994
134,58,0.33125,-0.425
134,57,0.328125,-0.49499999999999994
134,57,0.328125,-0.425
129,40,0.275,-0.4699999999999999
129,40,0.275,-0.425
128,39,0.271875,-0.4649999999999999
128,39,0.271875,-0.425
128,39,0.271875,-0.4649999999999999
128,39,0.271875,-0.425
128,39,0.271875,-0.4649999999999999
128,39,0.271875,-0.425
128,38,0.26875,-0.4649999999999999
126,40,0.275,-0.4150000000000001
125,40,0.275,-0.4599999999999999
125,40,0.275,-0.4150000000000001
125,40,0.275,-0.4599999999999999
120,40,0.275,-0.39000000000000007
120,40,0.275,-0.4599999999999999
117,40,0.275,-0.37500000000000006
115,39,0.271875,-0.4499999999999999
112,39,0.271875,-0.36000000000000004
109,39,0.271875,-0.4349999999999999
106,39,0.271875,-0.34500000000000003
104,39,0.271875,-0.42499999999999993
101,39,0.271875,-0.33
101,39,0.271875,-0.42499999999999993
98,39,0.271875,-0.315
95,39,0.271875,-0.4099999999999999
93,39,0.271875,-0.30500000000000005
90,39,0.271875,-0.39
87,39,0.271875,-0.29000000000000004
87,39,0.271875,-0.375
81,39,0.271875,-0.26000000000000006
79,39,0.271875,-0.335
76,39,0.271875,-0.24500000000000005
73,39,0.271875,-0.305
71,40,0.275,-0.295
70,40,0.275,-0.29000000000000004
68,40,0.275,-0.27999999999999997
66,40,0.275,-0.27
64,40,0.275,-0.26
62,40,0.275,-0.25000000000000006
59,40,0.275,-0.23499999999999996
56,40,0.275,-0.22
54,40,0.275,-0.21
51,40,0.275,-0.19499999999999998
49,39,0.271875,-0.185
46,39,0.271875,-0.16999999999999998
43,39,0.271875,-0.15499999999999997
41,39,0.271875,-0.145
38,39,0.271875,-0.12999999999999998
36,39,0.271875,-0.11999999999999998
32,38,0.26875,-0.09999999999999999
29,38,0.26875,-0.08499999999999999
27,38,0.26875,-0.075
24,38,0.26875,-0.06
23,38,0.26875,-0.055
22,38,0.26875,-0.04999999999999999
21,38,0.26875,-0.04499999999999999
21,38,0.26875,-0.04499999999999999
20,38,0.26875,-0.03999999999999999
20,38,0.26875,-0.03999999999999999
26,25,0.228125,-0.06999999999999999
26,25,0.228125,-0.06999999999999999
26,25,0.228125,-0.06999999999999999
26,25,0.228125,-0.06999999999999999
30,14,0.19374999999999998,-0.09
30,13,0.190625,-0.09
31,13,0.190625,-0.09500000000000001
31,13,0.190625,-0.09500000000000001
31,13,0.190625,-0.09500000000000001
31,13,0.190625,-0.09500000000000001
31,13,0.190625,-0.09500000000000001
31,13,0.190625,-0.09500000000000001
31,13,0.190625,-0.09500000000000001
31,13,0.190625,-0.09500000000000001
31,12,0.1875,-0.09500000000000001
27,24,0.22499999999999998,-0.075
26,25,0.228125,-0.06999999999999999
26,25,0.228125,-0.06999999999999999
22,40,0.275,-0.04999999999999999
22,38,0.26875,-0.04999999999999999
22,38,0.26875,-0.04999999999999999
13,59,0.334375,-0.0049999999999999975
14,58,0.33125,-0.009999999999999997
8,78,0.39375,0.020000000000000004
9,80,0.4,0.015000000000000005
9,80,0.4,0.015000000000000005
9,80,0.4,0.015000000000000005
9,80,0.4,0.015000000000000005
9,80,0.4,0.015000000000000005
9,80,0.4,0.015000000000000005
9,80,0.4,0.015000000000000005
9,80,0.4,0.015000000000000005
9,80,0.4,0.015000000000000005
9,80,0.4,0.015000000000000005
9,80,0.4,0.015000000000000005
9,81,0.40312499999999996,0.015000000000000005
8,81,0.40312499999999996,0.020000000000000004
8,81,0.40312499999999996,0.020000000000000004
8,81,0.40312499999999996,0.020000000000000004
8,81,0.40312499999999996,0.020000000000000004
8,81,0.40312499999999996,0.020000000000000004
8,81,0.40312499999999996,0.020000000000000004
8,81,0.40312499999999996,0.020000000000000004
8,81,0.40312499999999996,0.020000000000000004
11,78,0.39375,0.005000000000000008
11,77,0.390625,0.005000000000000007
11,77,0.390625,0.005000000000000007
13,79,0.396875,-0.004999999999999998
15,79,0.396875,-0.014999999999999996
15,79,0.396875,-0.014999999999999996
16,79,0.396875,-0.019999999999999993
13,79,0.396875,-0.0049999999999999975
13,79,0.396875,-0.004999999999999998
12,79,0.396875,0.0
12,79,0.396875,0.0
12,79,0.396875,0.0
11,79,0.396875,0.005000000000000007
15,79,0.396875,-0.014999999999999996
16,79,0.396875,-0.019999999999999993
17,79,0.396875,-0.024999999999999994
18,79,0.396875,-0.029999999999999992
21,79,0.396875,-0.04499999999999999
24,79,0.396875,-0.06
27,79,0.396875,-0.075
28,79,0.396875,-0.08
34,79,0.396875,-0.10999999999999999
35,79,0.396875,-0.115
38,79,0.396875,-0.12999999999999998
41,79,0.396875,-0.145
44,79,0.396875,-0.15999999999999995
48,79,0.396875,-0.18000000000000002
51,79,0.396875,-0.19499999999999998
55,79,0.396875,-0.21499999999999997
56,79,0.396875,-0.22
62,79,0.396875,-0.25000000000000006
65,79,0.396875,-0.26499999999999996
68,79,0.396875,-0.27999999999999997
72,79,0.396875,-0.3
76,79,0.396875,-0.32
79,79,0.396875,-0.315
82,79,0.396875,-0.335
86,79,0.396875,-0.33499999999999996
89,79,0.396875,-0.35000000000000003
93,79,0.396875,-0.355
96,79,0.396875,-0.36500000000000005
100,79,0.396875,-0.37499999999999994
103,79,0.396875,-0.38
104,79,0.396875,-0.38
104,79,0.396875,-0.38
104,79,0.396875,-0.38
105,79,0.396875,-0.38499999999999995
105,79,0.396875,-0.38
105,79,0.396875,-0.38499999999999995
106,79,0.396875,-0.385
106,79,0.396875,-0.38499999999999995
